id_order	id_manufacturer	product_id	product_attribute_id	product_quantity	unit_price_tax_incl	id_carrier	id_customer	city	country	payment	total_paid	total_shipping	date_add	latitude	longitude
1275503	928	37795	35692	1	12.061983	193	472872	arrecife	España	Pago contra reembolso	19.01	6.95	2017-11-30 10:20:39	28.96753	-13.54925
1276524	277	35331	30367	1	2.75	193	478872	sant elm	España	Redsys	10.73	4.99	2017-11-30 22:49:34	39.57943	2.35065
1276524	213	44338	49749	1	2.99	193	478872	sant elm	España	Redsys	10.73	4.99	2017-11-30 22:49:34	39.57943	2.35065
1275312	234	35013	37373	1	5.75	193	417712	son servera	España	Pago contra reembolso	26.94	4.99	2017-11-30 01:00:50	39.62014	3.35877
1275312	234	35013	37374	1	5.75	193	417712	son servera	España	Pago contra reembolso	26.94	4.99	2017-11-30 01:00:50	39.62014	3.35877
1275312	194	44213	49522	1	5.500001	193	417712	son servera	España	Pago contra reembolso	26.94	4.99	2017-11-30 01:00:50	39.62014	3.35877
1275312	192	36379	32705	1	4.95	193	417712	son servera	España	Pago contra reembolso	26.94	4.99	2017-11-30 01:00:50	39.62014	3.35877
1275272	187	9688	4651	1	1.889999	193	345067	santa ponsa	España	Paypal Mobile	15.83	4.99	2017-11-30 00:17:56	39.50868	2.4766
1275272	45	43409	47760	1	8.95	193	345067	santa ponsa	España	Paypal Mobile	15.83	4.99	2017-11-30 00:17:56	39.50868	2.4766
1276594	251	16355	17184	6	2.99	191	292774	la llagosta	España	Redsys	20.94	3	2017-11-30 23:35:56	41.51649	2.20462
1276571	194	43002	47090	1	7.99	193	478893	bembibre	España	PayPal	18.98	3	2017-11-30 23:16:24	42.64158	-6.43707
1276571	194	43002	47089	1	7.99	193	478893	bembibre	España	PayPal	18.98	3	2017-11-30 23:16:24	42.64158	-6.43707
1276566	832	32153	24196	1	7.5	193	478891	colmenarejo	España	Pago contra reembolso	10.5	3	2017-11-30 23:11:49	40.53025	-4.0161
1276548	189	40732	42052	1	3.99	193	404932	amorebieta	España	Redsys	19.93	3	2017-11-30 22:58:57	43.21667	-2.73333
1276548	208	31954	28612	1	9.949999	193	404932	amorebieta	España	Redsys	19.93	3	2017-11-30 22:58:57	43.21667	-2.73333
1276548	346	35537	30675	1	2.99	193	404932	amorebieta	España	Redsys	19.93	3	2017-11-30 22:58:57	43.21667	-2.73333
1276544	792	44206	49507	1	3.5	191	439445	o rosal	España	Redsys	13.98	3	2017-11-30 22:57:12	41.93517	-8.83597
1276544	795	44191	49491	1	1.499999	191	439445	o rosal	España	Redsys	13.98	3	2017-11-30 22:57:12	41.93517	-8.83597
1276544	222	40845	42296	1	2.99	191	439445	o rosal	España	Redsys	13.98	3	2017-11-30 22:57:12	41.93517	-8.83597
1276544	638	42771	46681	1	2.99	191	439445	o rosal	España	Redsys	13.98	3	2017-11-30 22:57:12	41.93517	-8.83597
1276541	45	43409	48863	1	8.95	193	422871	barcelona	España	Pago contra reembolso	11.95	3	2017-11-30 22:55:36	41.37287	2.1663
1276462	361	31352	22210	1	4.99	193	478851	bilbao	España	Redsys	7.99	3	2017-11-30 22:05:22	40.42913	-3.70114
1276449	234	44003	49721	1	4.95	193	478844	plasencia	España	PayPal	12.9	3	2017-11-30 21:50:33	40.01244	-6.14341
1276449	234	44003	49722	1	4.95	193	478844	plasencia	España	PayPal	12.9	3	2017-11-30 21:50:33	40.01244	-6.14341
1276445	45	43409	47754	1	8.95	193	478841	balaguer	España	Pago contra reembolso	11.95	3	2017-11-30 21:48:16	41.78809	0.81691
1276432	989	43919	48880	1	1	193	410218	la rinconada	España	Redsys	11.38	3	2017-11-30 21:35:22	39.83932	-4.41307
1276432	881	43448	47872	1	1.499999	193	410218	la rinconada	España	Redsys	11.38	3	2017-11-30 21:35:22	39.83932	-4.41307
1276432	249	36183	32341	1	3.99	193	410218	la rinconada	España	Redsys	11.38	3	2017-11-30 21:35:22	39.83932	-4.41307
1276432	187	9688	3729	1	1.889999	193	410218	la rinconada	España	Redsys	11.38	3	2017-11-30 21:35:22	39.83932	-4.41307
1276393	198	42686	46565	1	1.75	193	427605	madrid	España	Paypal Mobile	4.75	3	2017-11-30 21:00:25	42.42866	-8.64367
1276381	388	31451	22404	1	7.95	193	257752	córdoba	España	Pago contra reembolso	10.95	3	2017-11-30 20:52:25	37.89155	-4.77275
1276378	277	42746	46643	1	3.99	193	478817	calamonte	España	Pago contra reembolso	6.99	3	2017-11-30 20:50:24	38.87635	-6.37974
1276373	479	44208	49509	1	2.99	193	198521	málaga	España	PayPal	11.96	3	2017-11-30 20:43:04	36.75854	-4.39717
1276373	881	43447	47871	1	1.99	193	198521	málaga	España	PayPal	11.96	3	2017-11-30 20:43:04	36.75854	-4.39717
1276373	881	43529	48058	2	1.99	193	198521	málaga	España	PayPal	11.96	3	2017-11-30 20:43:04	36.75854	-4.39717
1276371	194	12712	18725	2	4.99	188	478808	madrid	España	Redsys	12.98	3	2017-11-30 20:40:46			-8.64367
1276360	950	36147	32251	1	9.949999	191	478805	madrid	España	PayPal	16.14	3	2017-11-30 20:34:01	42.42866	-8.64367
1276360	187	43264	47507	1	3.19	191	478805	madrid	España	PayPal	16.14	3	2017-11-30 20:34:01	42.42866	-8.64367
1276339	346	20961	10967	2	2.75	193	11951	el prat de llobregat	España	Redsys	20.85	3	2017-11-30 20:18:44	41.31781	2.09609
1276339	484	35482	30592	2	1.25	193	11951	el prat de llobregat	España	Redsys	20.85	3	2017-11-30 20:18:44	41.31781	2.09609
1276339	484	38346	36807	1	1	193	11951	el prat de llobregat	España	Redsys	20.85	3	2017-11-30 20:18:44	41.31781	2.09609
1276339	484	38345	36806	1	1.85	193	11951	el prat de llobregat	España	Redsys	20.85	3	2017-11-30 20:18:44	41.31781	2.09609
1276339	484	41684	44305	1	1	193	11951	el prat de llobregat	España	Redsys	20.85	3	2017-11-30 20:18:44	41.31781	2.09609
1276339	632	42971	47025	1	1.499999	193	11951	el prat de llobregat	España	Redsys	20.85	3	2017-11-30 20:18:44	41.31781	2.09609
1276339	632	42956	46991	1	1.499999	193	11951	el prat de llobregat	España	Redsys	20.85	3	2017-11-30 20:18:44	41.31781	2.09609
1276339	632	42956	46993	1	1.499999	193	11951	el prat de llobregat	España	Redsys	20.85	3	2017-11-30 20:18:44	41.31781	2.09609
1276339	632	42971	47026	1	1.499999	193	11951	el prat de llobregat	España	Redsys	20.85	3	2017-11-30 20:18:44	41.31781	2.09609
1276333	97	37085	34247	1	14.45	193	478794	granada	España	Redsys	17.45	3	2017-11-30 20:11:44	37.18863	-3.59078
1276330	825	32006	23911	1	1.99	191	256499	legazpi	España	Pago contra reembolso	6.98	3	2017-11-30 20:09:14	40.38884	-3.68715
1276330	189	38181	36424	1	1.99	191	256499	legazpi	España	Pago contra reembolso	6.98	3	2017-11-30 20:09:14	40.38884	-3.68715
1276293	165	5557	11259	1	15.95	193	383730	antequera	España	Pago contra reembolso	18.95	3	2017-11-30 19:42:14	37.05489	-4.59283
1276282	387	39396	38794	1	2.5	193	387511	bilbao	España	Pago contra reembolso	16.97	3	2017-11-30 19:37:08	40.42913	-3.70114
1276282	389	30520	20926	1	2.99	193	387511	bilbao	España	Pago contra reembolso	16.97	3	2017-11-30 19:37:08	40.42913	-3.70114
1276282	198	37805	35710	1	3.490001	193	387511	bilbao	España	Pago contra reembolso	16.97	3	2017-11-30 19:37:08	40.42913	-3.70114
1276282	998	41940	44864	1	4.99	193	387511	bilbao	España	Pago contra reembolso	16.97	3	2017-11-30 19:37:08	40.42913	-3.70114
1276241	75	12517	13967	1	15.93	191	474987	tózar	España	Pago contra reembolso	20.18	3	2017-11-30 18:59:23	37.36866	-3.77707
1276241	349	20237	23824	1	1.25	191	474987	tózar	España	Pago contra reembolso	20.18	3	2017-11-30 18:59:23	37.36866	-3.77707
1276232	893	34244	28298	1	2.99	193	478749	mataró	España	Redsys	12.94	3	2017-11-30 18:53:15	41.5498	2.44975
1276232	893	43273	47519	1	6.95	193	478749	mataró	España	Redsys	12.94	3	2017-11-30 18:53:15	41.5498	2.44975
1276202	189	22455	16785	1	2.29	193	473126	tarifa	España	Pago contra reembolso	18.55	3	2017-11-30 18:34:25	36.08186	-5.66621
1276202	808	36257	32451	1	7.99	193	473126	tarifa	España	Pago contra reembolso	18.55	3	2017-11-30 18:34:25	36.08186	-5.66621
1276202	893	41183	43095	1	1.99	193	473126	tarifa	España	Pago contra reembolso	18.55	3	2017-11-30 18:34:25	36.08186	-5.66621
1276202	187	43053	47173	1	1.29	193	473126	tarifa	España	Pago contra reembolso	18.55	3	2017-11-30 18:34:25	36.08186	-5.66621
1276202	489	44231	49569	1	1.99	193	473126	tarifa	España	Pago contra reembolso	18.55	3	2017-11-30 18:34:25	36.08186	-5.66621
1276188	234	44003	49717	1	4.95	193	478547	alicante	España	Pago contra reembolso	12.9	3	2017-11-30 18:25:05	38.35323	-0.48134
1276188	234	44003	49722	1	4.95	193	478547	alicante	España	Pago contra reembolso	12.9	3	2017-11-30 18:25:05	38.35323	-0.48134
1276163	893	41174	43062	1	2.99	193	478651	aranjuez	España	Redsys	5.99	3	2017-11-30 18:02:32	40.0202	-3.65907
1276151	843	32405	24838	2	3.99	193	36778	baeza	España	Redsys	14.73	3	2017-11-30 17:57:29	37.94731	-3.49804
1276151	843	32404	24836	1	3.750001	193	36778	baeza	España	Redsys	14.73	3	2017-11-30 17:57:29	37.94731	-3.49804
1276116	789	44393	49991	2	1	193	238548	palencia	España	Pago contra reembolso	7.99	3	2017-11-30 17:37:31	41.98601	-4.56492
1276116	221	40804	42220	1	2.99	193	238548	palencia	España	Pago contra reembolso	7.99	3	2017-11-30 17:37:31	41.98601	-4.56492
1276108	198	41973	44921	1	2.49	191	367705	massanassa	España	Paypal Mobile	8.48	3	2017-11-30 17:34:28	39.40011	-0.37282
1276108	893	41174	43062	1	2.99	191	367705	massanassa	España	Paypal Mobile	8.48	3	2017-11-30 17:34:28	39.40011	-0.37282
1276051	198	16410	7761	1	6.5	193	464766	madrid	España	PayPal	9.5	3	2017-11-30 16:53:14	42.42866	-8.64367
1276040	650	13144	7669	2	6.5	193	476448	villarrubia de los ojos	España	Pago contra reembolso	17.99	3	2017-11-30 16:48:28	39.2035	-3.6405
1276040	479	44237	49590	1	1.99	193	476448	villarrubia de los ojos	España	Pago contra reembolso	17.99	3	2017-11-30 16:48:28	39.2035	-3.6405
1276035	286	18098	14180	1	5.95	193	478630	madrid	España	Redsys	8.95	3	2017-11-30 16:45:35	42.42866	-8.64367
1276032	808	32494	25046	1	9.949999	191	478673	cañada rosal	España	Pago contra reembolso	12.95	3	2017-11-30 16:43:51	37.59996	-5.22413
1276021	926	38361	36846	7	2.5	193	261447	buñol	España	Pago contra reembolso	20.5	3	2017-11-30 16:38:12	39.42402	-0.86908
1276010	479	44235	49574	1	1	193	284980	estepa	España	Paypal Mobile	19.41	3	2017-11-30 16:32:31	37.31116	-4.88297
1276010	444	42937	46963	1	2.99	193	284980	estepa	España	Paypal Mobile	19.41	3	2017-11-30 16:32:31	37.31116	-4.88297
1276010	444	42936	46956	1	1.99	193	284980	estepa	España	Paypal Mobile	19.41	3	2017-11-30 16:32:31	37.31116	-4.88297
1276010	399	42680	46553	1	2.99	193	284980	estepa	España	Paypal Mobile	19.41	3	2017-11-30 16:32:31	37.31116	-4.88297
1276010	846	41505	43888	1	1.99	193	284980	estepa	España	Paypal Mobile	19.41	3	2017-11-30 16:32:31	37.31116	-4.88297
1276010	152	43770	48630	1	2.950001	193	284980	estepa	España	Paypal Mobile	19.41	3	2017-11-30 16:32:31	37.31116	-4.88297
1276010	389	18579	16043	1	2.5	193	284980	estepa	España	Paypal Mobile	19.41	3	2017-11-30 16:32:31	37.31116	-4.88297
1276004	234	44003	49722	1	4.95	193	478663	moguer	España	Pago contra reembolso	7.95	3	2017-11-30 16:27:09	37.24619	-6.8168
1276000	194	43002	47087	1	7.99	193	478659	tivissa	España	Redsys	10.99	3	2017-11-30 16:24:42	41.03301	0.75886
1275994	45	43409	48862	1	8.95	191	478656	santander	España	Pago contra reembolso	11.95	3	2017-11-30 16:18:51	43.47225	-3.81994
1275974	26	1355	46063	1	2.99	193	478643	oviedo	España	Redsys	5.99	3	2017-11-30 15:54:16	43.35796	-5.87339
1275845	234	44003	49724	1	4.95	193	478588	olmedo	España	Redsys	19.64	3	2017-11-30 14:01:38	40.41581	-3.70176
1275845	234	44003	49722	1	4.95	193	478588	olmedo	España	Redsys	19.64	3	2017-11-30 14:01:38	40.41581	-3.70176
1275845	893	44343	49754	1	2.99	193	478588	olmedo	España	Redsys	19.64	3	2017-11-30 14:01:38	40.41581	-3.70176
1275845	843	32404	24836	1	3.750001	193	478588	olmedo	España	Redsys	19.64	3	2017-11-30 14:01:38	40.41581	-3.70176
1275842	893	42622	46410	1	8.99	193	279434	guardamar del segura	España	Redsys	11.99	3	2017-11-30 13:58:27	38.07861	-0.65357
1275840	893	41268	43323	1	4.99	191	478545	la alberca	España	Redsys	15.97	3	2017-11-30 13:57:51	40.48908	-6.11107
1275840	893	43748	48562	1	4.99	191	478545	la alberca	España	Redsys	15.97	3	2017-11-30 13:57:51	40.48908	-6.11107
1275840	893	37254	34651	1	2.99	191	478545	la alberca	España	Redsys	15.97	3	2017-11-30 13:57:51	40.48908	-6.11107
1275834	194	43002	47087	1	7.99	193	478582	albolote	España	Redsys	10.99	3	2017-11-30 13:52:58	37.29344	-3.65562
1275824	318	33191	26226	3	1.99	193	133445	barcelona	España	Redsys	8.97	3	2017-11-30 13:46:08	41.37287	2.1663
1275791	194	43002	47091	1	7.99	193	437257	écija	España	Pago contra reembolso	20.23	3	2017-11-30 13:26:04	37.56697	-5.0979
1275791	234	24492	19222	1	4.25	193	437257	écija	España	Pago contra reembolso	20.23	3	2017-11-30 13:26:04	37.56697	-5.0979
1275791	194	12712	18725	1	4.99	193	437257	écija	España	Pago contra reembolso	20.23	3	2017-11-30 13:26:04	37.56697	-5.0979
1275789	650	6731	47085	1	11.95	193	435848	rivas-vaciamadrid	España	Pago contra reembolso	14.95	3	2017-11-30 13:24:02	40.35109	-3.51701
1275786	45	43409	47759	1	8.95	193	478562	jerez de la frontera	España	Pago contra reembolso	11.95	3	2017-11-30 13:21:48	36.69687	-6.13277
1275779	651	41636	44200	1	1	193	140680	ponferrada	España	Pago contra reembolso	20.46	3	2017-11-30 13:17:47	42.50253	-6.57195
1275779	651	41636	44202	1	1	193	140680	ponferrada	España	Pago contra reembolso	20.46	3	2017-11-30 13:17:47	42.50253	-6.57195
1275779	651	41636	44203	1	1	193	140680	ponferrada	España	Pago contra reembolso	20.46	3	2017-11-30 13:17:47	42.50253	-6.57195
1275779	489	42706	46587	1	1	193	140680	ponferrada	España	Pago contra reembolso	20.46	3	2017-11-30 13:17:47	42.50253	-6.57195
1275779	489	36296	32528	1	1	193	140680	ponferrada	España	Pago contra reembolso	20.46	3	2017-11-30 13:17:47	42.50253	-6.57195
1275779	893	39852	39772	1	2.5	193	140680	ponferrada	España	Pago contra reembolso	20.46	3	2017-11-30 13:17:47	42.50253	-6.57195
1275779	693	41904	44759	1	1.99	193	140680	ponferrada	España	Pago contra reembolso	20.46	3	2017-11-30 13:17:47	42.50253	-6.57195
1275779	693	41904	44763	1	1.99	193	140680	ponferrada	España	Pago contra reembolso	20.46	3	2017-11-30 13:17:47	42.50253	-6.57195
1275779	691	24796	31728	1	2.99	193	140680	ponferrada	España	Pago contra reembolso	20.46	3	2017-11-30 13:17:47	42.50253	-6.57195
1275779	920	43513	48016	1	2.99	193	140680	ponferrada	España	Pago contra reembolso	20.46	3	2017-11-30 13:17:47	42.50253	-6.57195
1275737	893	37252	34648	1	2.4	193	461003	bilbao	España	Pago contra reembolso	7.39	3	2017-11-30 12:52:04	40.42913	-3.70114
1275737	988	43258	47495	1	1.99	193	461003	bilbao	España	Pago contra reembolso	7.39	3	2017-11-30 12:52:04	40.42913	-3.70114
1275700	66	1371	12877	2	3.99	193	478519	barcelona	España	Redsys	10.98	3	2017-11-30 12:34:55	41.37287	2.1663
1275687	234	44003	49718	1	4.95	193	457522	zaragoza	España	Pago contra reembolso	12.9	3	2017-11-30 12:25:33	41.64829	-0.88303
1275687	234	44003	49717	1	4.95	193	457522	zaragoza	España	Pago contra reembolso	12.9	3	2017-11-30 12:25:33	41.64829	-0.88303
1275673	953	36308	32557	1	1.99	193	478511	tui	España	Pago contra reembolso	4.99	3	2017-11-30 12:16:36	42.06937	-8.64095
1275651	26	43743	48536	1	2.99	193	313471	ortuella	España	Redsys	5.99	3	2017-11-30 12:00:05	43.31137	-3.05595
1275632	928	37811	35727	1	14.75	191	478496	cartaojal	España	Pago contra reembolso	17.75	3	2017-11-30 11:49:39	37.10986	-4.5132
1275584	893	43273	47519	1	6.95	193	478478	pamplona	España	Redsys	9.95	3	2017-11-30 11:23:19	39.52724	2.73704
1275576	398	44334	49745	1	2.99	193	478473	barcelona	España	Redsys	13.48	3	2017-11-30 11:14:48	41.37287	2.1663
1275576	152	44290	49667	1	5.500001	193	478473	barcelona	España	Redsys	13.48	3	2017-11-30 11:14:48	41.37287	2.1663
1275576	398	44331	49742	1	1.99	193	478473	barcelona	España	Redsys	13.48	3	2017-11-30 11:14:48	41.37287	2.1663
1275534	189	42022	45073	1	3.39	193	437257	écija	España	Pago contra reembolso	19.95	3	2017-11-30 10:42:00	37.56697	-5.0979
1275534	189	42022	45077	1	3.39	193	437257	écija	España	Pago contra reembolso	19.95	3	2017-11-30 10:42:00	37.56697	-5.0979
1275534	189	42022	45042	1	3.39	193	437257	écija	España	Pago contra reembolso	19.95	3	2017-11-30 10:42:00	37.56697	-5.0979
1275534	189	42022	45080	1	3.39	193	437257	écija	España	Pago contra reembolso	19.95	3	2017-11-30 10:42:00	37.56697	-5.0979
1275534	189	42022	45041	1	3.39	193	437257	écija	España	Pago contra reembolso	19.95	3	2017-11-30 10:42:00	37.56697	-5.0979
1275495	928	37811	35727	1	14.75	193	478439	salamanca	España	Redsys	17.75	3	2017-11-30 10:16:19	40.43018	-3.67381
1275491	45	43409	48864	1	8.95	193	478433	sant jaume d'enveja	España	Pago contra reembolso	11.95	3	2017-11-30 10:12:39	40.70563	0.72561
1275490	194	12712	18725	1	4.99	193	298394	huelva	España	Pago contra reembolso	16.74	3	2017-11-30 10:11:20	37.25141	-6.95842
1275490	234	14599	1391	1	4.25	193	298394	huelva	España	Pago contra reembolso	16.74	3	2017-11-30 10:11:20	37.25141	-6.95842
1275490	194	41205	43180	1	4.5	193	298394	huelva	España	Pago contra reembolso	16.74	3	2017-11-30 10:11:20	37.25141	-6.95842
1275471	789	42757	46658	1	1.499999	193	100797	gijón	España	PayPal	1.5	3	2017-11-30 09:54:17	43.52931	-5.67732
1275462	331	39279	38533	6	1.39	191	478417	vilanova de arousa	España	PayPal	11.34	3	2017-11-30 09:43:53	42.55737	-8.78994
1275459	988	43568	48116	1	1.99	193	478416	jerez de la frontera	España	Redsys	14.17	3	2017-11-30 09:41:41	36.69687	-6.13277
1275459	194	36242	32432	1	3.99	193	478416	jerez de la frontera	España	Redsys	14.17	3	2017-11-30 09:41:41	36.69687	-6.13277
1275459	189	41615	44174	1	5.19	193	478416	jerez de la frontera	España	Redsys	14.17	3	2017-11-30 09:41:41	36.69687	-6.13277
1275456	832	32153	24194	1	7.5	191	478414	valdemoro	España	Redsys	16.48	3	2017-11-30 09:41:08	40.18076	-3.64978
1275456	793	43537	48071	2	2.99	191	478414	valdemoro	España	Redsys	16.48	3	2017-11-30 09:41:08	40.18076	-3.64978
1275455	187	9734	5345	2	4.89	193	478415	cangas	España	Redsys	12.78	3	2017-11-30 09:39:45	42.27263	-8.83035
1275449	841	41832	44609	1	9.75	193	478412	el casar	España	Redsys	20.7	3	2017-11-30 09:35:36	38.53089	-5.92513
1275449	928	43404	47740	1	7.95	193	478412	el casar	España	Redsys	20.7	3	2017-11-30 09:35:36	38.53089	-5.92513
1275446	252	16468	14137	2	4.99	193	478411	valladolid	España	PayPal	12.98	3	2017-11-30 09:32:06	41.6523	-4.72854
1275411	893	39900	39865	1	3.99	193	75660	granada	España	Redsys	13.98	3	2017-11-30 08:33:31	37.18863	-3.59078
1275411	242	34822	29363	1	6.990001	193	75660	granada	España	Redsys	13.98	3	2017-11-30 08:33:31	37.18863	-3.59078
1275410	795	32109	24102	2	1	193	229268	barcelona	España	Redsys	18.33	3	2017-11-30 08:30:11	41.37287	2.1663
1275410	921	34565	28876	1	6.95	193	229268	barcelona	España	Redsys	18.33	3	2017-11-30 08:30:11	41.37287	2.1663
1275410	882	33595	26952	2	1.99	193	229268	barcelona	España	Redsys	18.33	3	2017-11-30 08:30:11	41.37287	2.1663
1275410	807	43299	47555	2	1.200001	193	229268	barcelona	España	Redsys	18.33	3	2017-11-30 08:30:11	41.37287	2.1663
1275394	194	43002	47086	1	7.99	191	471480	arroyomolinos	España	Pago contra reembolso	10.99	3	2017-11-30 08:04:02	40.28623	-3.9202
1275366	925	34645	29016	1	4.95	191	478385	ourense	España	Pago contra reembolso	11.74	3	2017-11-30 03:33:04	42.35088	-7.90211
1275366	925	34644	29015	1	3.79	191	478385	ourense	España	Pago contra reembolso	11.74	3	2017-11-30 03:33:04	42.35088	-7.90211
1275338	789	42569	46319	1	4.99	193	478369	burgos	España	Redsys	9.98	3	2017-11-30 01:46:12	42.34997	-3.68221
1275338	489	44231	49573	1	1.99	193	478369	burgos	España	Redsys	9.98	3	2017-11-30 01:46:12	42.34997	-3.68221
1275316	893	43273	47519	1	6.95	193	478360	madrid	España	Redsys	9.95	3	2017-11-30 01:06:41	42.42866	-8.64367
1275303	699	41456	43796	1	14.95	191	478353	avilés	España	Redsys	17.95	3	2017-11-30 00:53:20	43.55473	-5.92483
1275302	234	35013	29731	1	5.75	193	301631	marchena	España	Redsys	8.75	3	2017-11-30 00:52:28	37.30536	-5.39396
1275291	403	33523	26818	1	3.99	193	478340	cangas del narcea	España	Redsys	6.99	3	2017-11-30 00:42:36	43.11547	-6.54246
1275255	234	39721	39423	1	5.75	193	393309	totana	España	Redsys	18.74	3	2017-11-30 00:02:50	37.77889	-1.56479
1275255	191	40387	41122	1	7.5	193	393309	totana	España	Redsys	18.74	3	2017-11-30 00:02:50	37.77889	-1.56479
1275255	187	9685	17588	1	2.49	193	393309	totana	España	Redsys	18.74	3	2017-11-30 00:02:50	37.77889	-1.56479
1276619	214	40729	42049	1	12.99	191	24749	vigo	España	Redsys	62.52	0	2017-11-30 23:59:34	42.75886	-7.40676
1276619	214	11424	18249	1	4.99	191	24749	vigo	España	Redsys	62.52	0	2017-11-30 23:59:34	42.75886	-7.40676
1276619	650	9518	15421	1	9.949999	191	24749	vigo	España	Redsys	62.52	0	2017-11-30 23:59:34	42.75886	-7.40676
1276619	998	43886	48819	1	2.99	191	24749	vigo	España	Redsys	62.52	0	2017-11-30 23:59:34	42.75886	-7.40676
1276619	869	33692	27099	1	31.599999	191	24749	vigo	España	Redsys	62.52	0	2017-11-30 23:59:34	42.75886	-7.40676
1276618	1014	44354	49814	1	9.949999	193	478914	granada	España	Pago contra reembolso	19.9	0	2017-11-30 23:57:35	37.18863	-3.59078
1276618	1014	44354	49999	1	9.949999	193	478914	granada	España	Pago contra reembolso	19.9	0	2017-11-30 23:57:35	37.18863	-3.59078
1276617	183	16798	1953	1	9.5	193	271024	santoña	España	PayPal	29.43	0	2017-11-30 23:56:24	43.45381	-3.44362
1276617	183	43130	47298	1	11.95	193	271024	santoña	España	PayPal	29.43	0	2017-11-30 23:56:24	43.45381	-3.44362
1276617	650	6701	12046	1	4.99	193	271024	santoña	España	PayPal	29.43	0	2017-11-30 23:56:24	43.45381	-3.44362
1276617	221	40181	40623	1	2.99	193	271024	santoña	España	PayPal	29.43	0	2017-11-30 23:56:24	43.45381	-3.44362
1276616	50	39412	38840	1	59.950001	193	190155	santander	España	Redsys	59.95	0	2017-11-30 23:56:04	43.47225	-3.81994
1276616	175	36370	32694	1	0	193	190155	santander	España	Redsys	59.95	0	2017-11-30 23:56:04	43.47225	-3.81994
1276615	186	9402	21413	1	15.95	193	478915	aranda de duero	España	Pago contra reembolso	21.5	0	2017-11-30 23:56:04	41.69215	-3.68365
